"","uniprot","genesymbol","pathway","pathway_id"
"2200","Q9BUZ4","TRAF4","IL-17 signaling pathway","hsa04657"
"2201","Q9UHP3","USP25","IL-17 signaling pathway","hsa04657"
"2202","Q9UK80","USP21","IL-17 signaling pathway","hsa04657"
"2203","P29350","PTPN6","B cell receptor signaling pathway","hsa04662"
"2204","P16885","PLCG2","B cell receptor signaling pathway","hsa04662"
"2205","Q8WV28","BLNK","B cell receptor signaling pathway","hsa04662"
"2206","Q92835","INPP5D","B cell receptor signaling pathway","hsa04662"
"2207","P0DP08","IGHV4-38-2","B cell receptor signaling pathway","hsa04662"
"2208","P07948","LYN","B cell receptor signaling pathway","hsa04662"
"2209","P43405","SYK","B cell receptor signaling pathway","hsa04662"
"2210","P15391","CD19","B cell receptor signaling pathway","hsa04662"
"2211","Q9Y243","AKT3","B cell receptor signaling pathway","hsa04662"
"2212","P25963","NFKBIA","B cell receptor signaling pathway","hsa04662"
"2213","P42336","PIK3CA","B cell receptor signaling pathway","hsa04662"
"2214","Q06187","BTK","B cell receptor signaling pathway","hsa04662"
"2215","Q8IV61","RASGRP3","B cell receptor signaling pathway","hsa04662"
"2216","Q08209","PPP3CA","B cell receptor signaling pathway","hsa04662"
"2217","O00622","CCN1","B cell receptor signaling pathway","hsa04662"
"2218","P01112","HRAS","B cell receptor signaling pathway","hsa04662"
"2219","Q6ZUJ8","PIK3AP1","B cell receptor signaling pathway","hsa04662"
"2220","P62993","GRB2","B cell receptor signaling pathway","hsa04662"
"2221","Q07889","SOS1","B cell receptor signaling pathway","hsa04662"
"2222","P14210","HGF","B cell receptor signaling pathway","hsa04662"
"2223","P04049","RAF1","B cell receptor signaling pathway","hsa04662"
"2224","Q02750","MAP2K1","B cell receptor signaling pathway","hsa04662"
"2225","P28482","MAPK1","B cell receptor signaling pathway","hsa04662"
"2226","P05771","PRKCB","B cell receptor signaling pathway","hsa04662"
"2227","Q9UN19","DAPP1","B cell receptor signaling pathway","hsa04662"
"2228","O14920","IKBKB","B cell receptor signaling pathway","hsa04662"
"2229","P42336","PIK3CA","Fc epsilon RI signaling pathway","hsa04664"
"2230","P19174","PLCG1","Fc epsilon RI signaling pathway","hsa04664"
"2231","P07948","LYN","Fc epsilon RI signaling pathway","hsa04664"
"2232","Q06187","BTK","Fc epsilon RI signaling pathway","hsa04664"
"2233","P43405","SYK","Fc epsilon RI signaling pathway","hsa04664"
"2234","Q02750","MAP2K1","Fc epsilon RI signaling pathway","hsa04664"
"2235","P06241","FYN","Fc epsilon RI signaling pathway","hsa04664"
"2236","Q9H2G2","SLK","Fc epsilon RI signaling pathway","hsa04664"
"2237","O15530","PDPK1","Fc epsilon RI signaling pathway","hsa04664"
"2238","Q15118","PDK1","Fc epsilon RI signaling pathway","hsa04664"
"2239","Q6A1A2","PDPK2P","Fc epsilon RI signaling pathway","hsa04664"
"2240","P63000","RAC1","Fc epsilon RI signaling pathway","hsa04664"
"2241","O14733","MAP2K7","Fc epsilon RI signaling pathway","hsa04664"
"2242","P46734","MAP2K3","Fc epsilon RI signaling pathway","hsa04664"
"2243","Q13094","LCP2","Fc epsilon RI signaling pathway","hsa04664"
"2244","O43561","LAT","Fc epsilon RI signaling pathway","hsa04664"
"2245","P62993","GRB2","Fc epsilon RI signaling pathway","hsa04664"
"2246","Q07889","SOS1","Fc epsilon RI signaling pathway","hsa04664"
"2247","P14210","HGF","Fc epsilon RI signaling pathway","hsa04664"
"2248","P01112","HRAS","Fc epsilon RI signaling pathway","hsa04664"
"2249","P01116","KRAS","Fc epsilon RI signaling pathway","hsa04664"
"2250","P04049","RAF1","Fc epsilon RI signaling pathway","hsa04664"
"2251","P28482","MAPK1","Fc epsilon RI signaling pathway","hsa04664"
"2252","Q9UQC2","GAB2","Fc epsilon RI signaling pathway","hsa04664"
"2253","P0DP08","IGHV4-38-2","Fc gamma R-mediated phagocytosis","hsa04666"
"2254","P08631","HCK","Fc gamma R-mediated phagocytosis","hsa04666"
"2255","P12314","FCGR1A","Fc gamma R-mediated phagocytosis","hsa04666"
"2256","P12318","FCGR2A","Fc gamma R-mediated phagocytosis","hsa04666"
"2257","P08637","FCGR3A","Fc gamma R-mediated phagocytosis","hsa04666"
"2258","P08575","PTPRC","Fc gamma R-mediated phagocytosis","hsa04666"
"2259","P43405","SYK","Fc gamma R-mediated phagocytosis","hsa04666"
"2260","Q9Y243","AKT3","Fc gamma R-mediated phagocytosis","hsa04666"
"2261","P42336","PIK3CA","Fc gamma R-mediated phagocytosis","hsa04666"
"2262","Q05655","PRKCD","Fc gamma R-mediated phagocytosis","hsa04666"
"2263","P04049","RAF1","Fc gamma R-mediated phagocytosis","hsa04666"
"2264","Q02750","MAP2K1","Fc gamma R-mediated phagocytosis","hsa04666"
"2265","P28482","MAPK1","Fc gamma R-mediated phagocytosis","hsa04666"
"2266","P17252","PRKCA","Fc gamma R-mediated phagocytosis","hsa04666"
"2267","Q13393","PLD1","Fc gamma R-mediated phagocytosis","hsa04666"
"2268","P42768","WAS","Fc gamma R-mediated phagocytosis","hsa04666"
"2269","Q9Y6W5","WASF2","Fc gamma R-mediated phagocytosis","hsa04666"
"2270","P63000","RAC1","Fc gamma R-mediated phagocytosis","hsa04666"
"2271","Q13153","PAK1","Fc gamma R-mediated phagocytosis","hsa04666"
"2272","P53667","LIMK1","Fc gamma R-mediated phagocytosis","hsa04666"
"2273","Q9ULH1","ASAP1","Fc gamma R-mediated phagocytosis","hsa04666"
"2274","Q14185","DOCK1","Fc gamma R-mediated phagocytosis","hsa04666"
"2275","P62330","ARF6","Fc gamma R-mediated phagocytosis","hsa04666"
"2276","Q9UQC2","GAB2","Fc gamma R-mediated phagocytosis","hsa04666"
"2277","O43561","LAT","Fc gamma R-mediated phagocytosis","hsa04666"
"2278","P31994","FCGR2B","Fc gamma R-mediated phagocytosis","hsa04666"
"2279","P31995","FCGR2C","Fc gamma R-mediated phagocytosis","hsa04666"
"2280","P46108","CRK","Fc gamma R-mediated phagocytosis","hsa04666"
"2281","P63096","GNAI1","Leukocyte transendothelial migration","hsa04670"
"2282","P19174","PLCG1","Leukocyte transendothelial migration","hsa04670"
"2283","P14209","CD99","Leukocyte transendothelial migration","hsa04670"
"2284","P16284","PECAM1","Leukocyte transendothelial migration","hsa04670"
"2285","P33151","CDH5","Leukocyte transendothelial migration","hsa04670"
"2286","P35221","CTNNA1","Leukocyte transendothelial migration","hsa04670"
"2287","P60709","ACTB","Leukocyte transendothelial migration","hsa04670"
"2288","P61073","CXCR4","Leukocyte transendothelial migration","hsa04670"
"2289","P28838","LAP3","Leukocyte transendothelial migration","hsa04670"
"2290","P48061","CXCL12","Leukocyte transendothelial migration","hsa04670"
"2291","P19320","VCAM1","Leukocyte transendothelial migration","hsa04670"
"2292","P26038","MSN","Leukocyte transendothelial migration","hsa04670"
"2293","P42336","PIK3CA","Leukocyte transendothelial migration","hsa04670"
"2294","P61586","RHOA","Leukocyte transendothelial migration","hsa04670"
"2295","Q13464","ROCK1","Leukocyte transendothelial migration","hsa04670"
"2296","P05362","ICAM1","Leukocyte transendothelial migration","hsa04670"
"2297","P17252","PRKCA","Leukocyte transendothelial migration","hsa04670"
"2298","O14950","MYL12B","Leukocyte transendothelial migration","hsa04670"
"2299","P04216","THY1","Leukocyte transendothelial migration","hsa04670"
"2300","Q9NRY4","ARHGAP35","Leukocyte transendothelial migration","hsa04670"
"2301","A6NM45","CLDN24","Leukocyte transendothelial migration","hsa04670"
"2302","P62834","RAP1A","Leukocyte transendothelial migration","hsa04670"
"2303","P33681","CD80","Intestinal immune network for IgA production","hsa04672"
"2304","O75888","TNFSF13","Intestinal immune network for IgA production","hsa04672"
"2305","Q9Y275","TNFSF13B","Intestinal immune network for IgA production","hsa04672"
"2306","Q9NZJ0","DTL","Intestinal immune network for IgA production","hsa04672"
"2307","P29965","CD40LG","Intestinal immune network for IgA production","hsa04672"
"2308","P48061","CXCL12","Intestinal immune network for IgA production","hsa04672"
"2309","Q9NRJ3","CCL28","Intestinal immune network for IgA production","hsa04672"
"2310","O15444","CCL25","Intestinal immune network for IgA production","hsa04672"
"2311","Q13477","MADCAM1","Intestinal immune network for IgA production","hsa04672"
"2312","P36941","LTBR","Intestinal immune network for IgA production","hsa04672"
"2313","P40933","IL15","Intestinal immune network for IgA production","hsa04672"
"2314","Q9Y258","CCL26","Chemokine signaling pathway","hsa04062"
"2315","O00574","CXCR6","Chemokine signaling pathway","hsa04062"
"2316","O60674","JAK2","Chemokine signaling pathway","hsa04062"
"2317","P63096","GNAI1","Chemokine signaling pathway","hsa04062"
"2318","Q08828","ADCY1","Chemokine signaling pathway","hsa04062"
"2319","P09769","FGR","Chemokine signaling pathway","hsa04062"
"2320","P98077","SHC2","Chemokine signaling pathway","hsa04062"
"2321","P62993","GRB2","Chemokine signaling pathway","hsa04062"
"2322","Q07889","SOS1","Chemokine signaling pathway","hsa04062"
"2323","P14210","HGF","Chemokine signaling pathway","hsa04062"
"2324","P01112","HRAS","Chemokine signaling pathway","hsa04062"
"2325","P04049","RAF1","Chemokine signaling pathway","hsa04062"
"2326","Q02750","MAP2K1","Chemokine signaling pathway","hsa04062"
"2327","P42336","PIK3CA","Chemokine signaling pathway","hsa04062"
"2328","Q05513","PRKCZ","Chemokine signaling pathway","hsa04062"
"2329","Q9Y243","AKT3","Chemokine signaling pathway","hsa04062"
"2330","O15111","CHUK","Chemokine signaling pathway","hsa04062"
"2331","P25963","NFKBIA","Chemokine signaling pathway","hsa04062"
"2332","P63000","RAC1","Chemokine signaling pathway","hsa04062"
"2333","P60953","CDC42","Chemokine signaling pathway","hsa04062"
"2334","P61586","RHOA","Chemokine signaling pathway","hsa04062"
"2335","Q8TCU6","PREX1","Chemokine signaling pathway","hsa04062"
"2336","O14775","GNB5","Chemokine signaling pathway","hsa04062"
"2337","Q14289","PTK2B","Chemokine signaling pathway","hsa04062"
"2338","Q05397","PTK2","Chemokine signaling pathway","hsa04062"
"2339","P56945","BCAR1","Chemokine signaling pathway","hsa04062"
"2340","Q7LDG7","RASGRP2","Chemokine signaling pathway","hsa04062"
"2341","P62834","RAP1A","Chemokine signaling pathway","hsa04062"
"2342","Q13009","TIAM1","Chemokine signaling pathway","hsa04062"
"2343","Q9NQ66","PLCB1","Chemokine signaling pathway","hsa04062"
"2344","P05771","PRKCB","Chemokine signaling pathway","hsa04062"
"2345","P49407","ARRB1","Chemokine signaling pathway","hsa04062"
"2346","Q8WTQ7","GRK7","Chemokine signaling pathway","hsa04062"
"2347","Q5UE93","PIK3R6","Chemokine signaling pathway","hsa04062"
"2348","P50148","GNAQ","Chemokine signaling pathway","hsa04062"
"2349","Q7Z7K0","CMC1","Chemokine signaling pathway","hsa04062"
"2350","P01275","GCG","Insulin secretion","hsa04911"
"2351","P09681","GIP","Insulin secretion","hsa04911"
"2352","P18509","ADCYAP1","Insulin secretion","hsa04911"
"2353","P43220","GLP1R","Insulin secretion","hsa04911"
"2354","Q8TDV5","GPR119","Insulin secretion","hsa04911"
"2355","P41586","ADCYAP1R1","Insulin secretion","hsa04911"
"2356","P84996","GNAS","Insulin secretion","hsa04911"
"2357","O95467","GNAS","Insulin secretion","hsa04911"
"2358","P63092","GNAS","Insulin secretion","hsa04911"
"2359","Q5JWF2","GNAS","Insulin secretion","hsa04911"
"2360","P17612","PRKACA","Insulin secretion","hsa04911"
"2361","Q8WZA2","RAPGEF4","Insulin secretion","hsa04911"
"2362","P32238","CCKAR","Insulin secretion","hsa04911"
"2363","P20309","CHRM3","Insulin secretion","hsa04911"
"2364","O14842","FFAR1","Insulin secretion","hsa04911"
"2365","P29992","GNA11","Insulin secretion","hsa04911"
"2366","O43889","CREB3","Insulin secretion","hsa04911"
"2367","P52945","PDX1","Insulin secretion","hsa04911"
"2368","P06307","CCK","Insulin secretion","hsa04911"
"2369","O14492","SH2B2","Insulin signaling pathway","hsa04910"
"2370","Q13905","RAPGEF1","Insulin signaling pathway","hsa04910"
"2371","Q9UPT5","EXOC7","Insulin signaling pathway","hsa04910"
"2372","Q9NV70","EXOC1","Insulin signaling pathway","hsa04910"
"2373","Q15642","TRIP10","Insulin signaling pathway","hsa04910"
"2374","P06213","INSR","Insulin signaling pathway","hsa04910"
"2375","P01308","INS","Insulin signaling pathway","hsa04910"
"2376","P10586","PTPRF","Insulin signaling pathway","hsa04910"
"2377","P35568","IRS1","Insulin signaling pathway","hsa04910"
"2378","O15530","PDPK1","Insulin signaling pathway","hsa04910"
"2379","Q15118","PDK1","Insulin signaling pathway","hsa04910"
"2380","Q6A1A2","PDPK2P","Insulin signaling pathway","hsa04910"
"2381","Q9Y243","AKT3","Insulin signaling pathway","hsa04910"
"2382","P41743","PRKCI","Insulin signaling pathway","hsa04910"
"2383","P49841","GSK3B","Insulin signaling pathway","hsa04910"
"2384","P62136","PPP1CA","Insulin signaling pathway","hsa04910"
"2385","Q8TD86","CALML6","Insulin signaling pathway","hsa04910"
"2386","P17612","PRKACA","Insulin signaling pathway","hsa04910"
"2387","Q15382","RHEB","Insulin signaling pathway","hsa04910"
"2388","P42345","MTOR","Insulin signaling pathway","hsa04910"
"2389","Q13541","EIF4EBP1","Insulin signaling pathway","hsa04910"
"2390","P23443","RPS6KB1","Insulin signaling pathway","hsa04910"
"2391","P98077","SHC2","Insulin signaling pathway","hsa04910"
"2392","P62993","GRB2","Insulin signaling pathway","hsa04910"
"2393","Q07889","SOS1","Insulin signaling pathway","hsa04910"
"2394","P14210","HGF","Insulin signaling pathway","hsa04910"
"2395","P01112","HRAS","Insulin signaling pathway","hsa04910"
"2396","P10398","ARAF","Insulin signaling pathway","hsa04910"
"2397","Q02750","MAP2K1","Insulin signaling pathway","hsa04910"
"2398","P28482","MAPK1","Insulin signaling pathway","hsa04910"
"2399","Q9HBH9","MKNK2","Insulin signaling pathway","hsa04910"
"2400","Q12778","FOXO1","Insulin signaling pathway","hsa04910"
"2401","Q9UGJ0","PRKAG2","Insulin signaling pathway","hsa04910"
"2402","P46108","CRK","Insulin signaling pathway","hsa04910"
"2403","Q8WXH5","SOCS4","Insulin signaling pathway","hsa04910"
"2404","P18031","PTPN1","Insulin signaling pathway","hsa04910"
"2405","P45983","MAPK8","Insulin signaling pathway","hsa04910"
"2406","O14920","IKBKB","Insulin signaling pathway","hsa04910"
"2407","P42336","PIK3CA","Insulin signaling pathway","hsa04910"
"2408","P36956","SREBF1","Insulin signaling pathway","hsa04910"
"2409","Q9Y243","AKT3","Glucagon signaling pathway","hsa04922"
"2410","P01275","GCG","Glucagon signaling pathway","hsa04922"
"2411","P47871","GCGR","Glucagon signaling pathway","hsa04922"
"2412","P84996","GNAS","Glucagon signaling pathway","hsa04922"
"2413","O95467","GNAS","Glucagon signaling pathway","hsa04922"
"2414","P63092","GNAS","Glucagon signaling pathway","hsa04922"
"2415","Q5JWF2","GNAS","Glucagon signaling pathway","hsa04922"
"2416","P17612","PRKACA","Glucagon signaling pathway","hsa04922"
"2417","Q9H0K1","SIK2","Glucagon signaling pathway","hsa04922"
"2418","Q9UGJ0","PRKAG2","Glucagon signaling pathway","hsa04922"
"2419","Q6ZMV5","PPP4R3C","Glucagon signaling pathway","hsa04922"
"2420","A0A0B4J2F2","SIK1B","Glucagon signaling pathway","hsa04922"
"2421","P57059","SIK1","Glucagon signaling pathway","hsa04922"
"2422","Q99873","PRMT1","Glucagon signaling pathway","hsa04922"
"2423","Q9UQM7","CAMK2A","Glucagon signaling pathway","hsa04922"
"2424","P50148","GNAQ","Glucagon signaling pathway","hsa04922"
"2425","Q7Z7K0","CMC1","Glucagon signaling pathway","hsa04922"
"2426","O43889","CREB3","Glucagon signaling pathway","hsa04922"
"2427","Q53ET0","CRTC2","Glucagon signaling pathway","hsa04922"
"2428","Q9UBK2","PPARGC1A","Glucagon signaling pathway","hsa04922"
"2429","Q12778","FOXO1","Glucagon signaling pathway","hsa04922"
"2430","Q08209","PPP3CA","Glucagon signaling pathway","hsa04922"
"2431","O00622","CCN1","Glucagon signaling pathway","hsa04922"
"2432","P01215","CGA","Regulation of lipolysis in adipocytes","hsa04923"
"2433","P16473","TSHR","Regulation of lipolysis in adipocytes","hsa04923"
"2434","P08588","ADRB1","Regulation of lipolysis in adipocytes","hsa04923"
"2435","P84996","GNAS","Regulation of lipolysis in adipocytes","hsa04923"
"2436","O95467","GNAS","Regulation of lipolysis in adipocytes","hsa04923"
"2437","P63092","GNAS","Regulation of lipolysis in adipocytes","hsa04923"
"2438","Q5JWF2","GNAS","Regulation of lipolysis in adipocytes","hsa04923"
"2439","P17612","PRKACA","Regulation of lipolysis in adipocytes","hsa04923"
"2440","Q13976","PRKG1","Regulation of lipolysis in adipocytes","hsa04923"
"2441","Q96AD5","PNPLA2","Regulation of lipolysis in adipocytes","hsa04923"
"2442","P01308","INS","Regulation of lipolysis in adipocytes","hsa04923"
"2443","P06213","INSR","Regulation of lipolysis in adipocytes","hsa04923"
"2444","P35568","IRS1","Regulation of lipolysis in adipocytes","hsa04923"
"2445","P42336","PIK3CA","Regulation of lipolysis in adipocytes","hsa04923"
"2446","Q9Y243","AKT3","Regulation of lipolysis in adipocytes","hsa04923"
"2447","P30542","ADORA1","Regulation of lipolysis in adipocytes","hsa04923"
"2448","P43115","PTGER3","Regulation of lipolysis in adipocytes","hsa04923"
"2449","P01303","NPY","Regulation of lipolysis in adipocytes","hsa04923"
"2450","P25929","NPY1R","Regulation of lipolysis in adipocytes","hsa04923"
"2451","P63096","GNAI1","Regulation of lipolysis in adipocytes","hsa04923"
"2452","P01160","NPPA","Regulation of lipolysis in adipocytes","hsa04923"
"2453","Q96AQ7","CIDEC","Regulation of lipolysis in adipocytes","hsa04923"
"2454","P01375","TNF","Adipocytokine signaling pathway","hsa04920"
"2455","P19438","TNFRSF1A","Adipocytokine signaling pathway","hsa04920"
"2456","P20333","TNFRSF1B","Adipocytokine signaling pathway","hsa04920"
"2457","Q04759","PRKCQ","Adipocytokine signaling pathway","hsa04920"
